"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","BWH","BWD","BWA","IWH","IWD","IWA","LBH","LBD","LBA","season"
"I1","09/12/12","Palermo","Juventus",0,1,"A",0,0,"D",4,16,1,4,17,12,3,9,0,3,1,0,5.5,3.8,1.62,5.4,3.85,1.6,5.6,3.6,1.6,5.5,3.8,1.62,"12/13"
"I1","09/12/12","Inter","Napoli",2,1,"H",2,0,"H",8,21,2,6,13,15,4,9,2,3,0,0,2.3,3.3,3.1,2.3,3.3,3,2.2,3.2,3.2,2.25,3.3,3.2,"12/13"
"I1","09/12/12","Cagliari","Chievo",0,2,"A",0,0,"D",23,5,7,2,11,23,12,1,4,4,0,0,1.85,3.3,4.5,1.85,3.4,4.25,1.9,3.35,3.9,1.95,3.3,4,"12/13"
"I1","08/12/12","Roma","Fiorentina",4,2,"H",3,1,"H",19,11,9,8,12,19,9,5,1,5,0,0,1.95,3.75,3.5,1.93,3.9,3.4,1.95,3.4,3.6,1.95,4,3.4,"12/13"
"I1","08/12/12","Atalanta","Parma",2,1,"H",2,1,"H",12,12,7,1,15,15,4,3,5,2,0,0,2.25,3.25,3.25,2.2,3.2,3.3,2.25,3.1,3.2,2.3,3.25,3.1,"12/13"
"I1","02/12/12","Udinese","Cagliari",4,1,"H",2,0,"H",15,7,8,2,15,22,6,5,1,5,0,0,1.95,3.2,4.2,2,3.25,3.8,1.9,3.35,3.9,1.91,3.25,4.2,"12/13"
"I1","02/12/12","Siena","Roma",1,3,"A",1,0,"H",5,22,2,7,21,13,3,9,1,2,0,0,3.5,3.6,2,3.3,3.75,2,3.5,3.4,2,3.5,3.75,1.95,"12/13"
"I1","02/12/12","Napoli","Pescara",5,1,"H",2,1,"H",28,5,11,1,12,15,7,5,2,2,0,1,1.2,6,15,1.22,6.25,11,1.22,5.5,12,1.22,6,12,"12/13"
"I1","02/12/12","Lazio","Parma",2,1,"H",2,0,"H",6,14,3,4,13,11,3,7,3,0,0,0,1.73,3.6,4.75,1.73,3.6,4.65,1.8,3.4,4.35,1.8,3.5,4.5,"12/13"
"I1","02/12/12","Inter","Palermo",1,0,"H",0,0,"D",16,8,4,1,11,17,7,1,2,3,0,0,1.44,4.33,7,1.43,4.3,7.25,1.47,4,6.6,1.4,4.5,7.5,"12/13"
"I1","02/12/12","Genoa","Chievo",2,4,"A",1,3,"A",16,11,3,7,17,17,8,2,4,4,0,1,2.1,3.25,3.6,2.1,3.25,3.5,2,3.3,3.6,2.15,3.2,3.5,"12/13"
"I1","02/12/12","Fiorentina","Sampdoria",2,2,"D",1,0,"H",16,8,5,3,8,16,8,2,1,3,0,1,1.44,4.2,7.5,1.45,3.95,7.85,1.45,4,7,1.5,4,6.5,"12/13"
"I1","02/12/12","Bologna","Atalanta",2,1,"H",1,0,"H",13,10,6,3,22,18,5,7,2,4,0,0,2.25,3.2,3.25,2.25,3.1,3.3,2.2,3.2,3.2,2.38,3.1,3.1,"12/13"
"I1","01/12/12","Juventus","Torino",3,0,"H",0,0,"D",26,5,10,2,14,13,15,2,4,1,0,1,1.33,5,9,1.35,4.6,9,1.35,4.7,7.9,1.33,5,8.5,"12/13"
"I1","30/11/12","Catania","Milan",1,3,"A",1,0,"H",3,13,2,6,12,12,3,3,2,2,1,1,3.2,3.25,2.25,3.25,3.25,2.2,2.9,3.2,2.35,3.25,3.25,2.2,"12/13"
"I1","27/11/12","Lazio","Udinese",3,0,"H",2,0,"H",16,7,6,2,21,16,4,3,2,2,0,0,1.91,3.4,4,1.75,3.65,4.5,1.8,3.4,4.35,1.8,3.4,4.5,"12/13"
"I1","26/11/12","Parma","Inter",1,0,"H",0,0,"D",16,12,5,5,9,18,8,7,2,2,0,0,2.8,3.25,2.5,2.8,3.3,2.45,3.1,3.1,2.3,3,3.25,2.38,"12/13"
"I1","26/11/12","Cagliari","Napoli",0,1,"A",0,0,"D",18,13,3,4,18,16,10,3,3,1,0,0,2.88,3,2.6,2.8,3.2,2.5,2.9,3.15,2.4,2.88,3.2,2.4,"12/13"
"I1","25/11/12","Torino","Fiorentina",2,2,"D",1,0,"H",9,15,4,4,19,15,5,3,1,1,0,0,3.2,3.1,2.3,3.1,3.1,2.35,3.3,3.1,2.2,3.2,3.2,2.25,"12/13"
"I1","25/11/12","Sampdoria","Bologna",1,0,"H",0,0,"D",14,12,5,2,17,15,5,8,4,2,0,1,2.3,3.1,3.3,2.25,3.2,3.2,2.2,3.1,3.3,2.2,3.2,3.3,"12/13"
"I1","25/11/12","Pescara","Roma",0,1,"A",0,1,"A",7,20,0,6,19,17,4,3,3,3,0,0,5.5,4.33,1.53,5,4.6,1.53,6.3,3.9,1.5,5,4.5,1.53,"12/13"
"I1","25/11/12","Milan","Juventus",1,0,"H",1,0,"H",15,13,6,2,16,10,5,6,2,4,0,0,3.2,3.25,2.25,3.1,3.3,2.25,3,3.2,2.3,3,3.2,2.3,"12/13"
"I1","25/11/12","Chievo","Siena",0,0,"D",0,0,"D",6,8,0,1,26,8,7,4,2,2,1,0,2.05,3.25,3.75,2.05,3.25,3.65,2,3.2,3.75,2.1,3.2,3.5,"12/13"
"I1","25/11/12","Atalanta","Genoa",0,1,"A",0,1,"A",16,6,6,2,8,15,9,2,1,2,0,1,1.8,3.4,4.75,1.8,3.4,4.55,1.75,3.4,4.65,1.83,3.4,4.33,"12/13"
"I1","24/11/12","Palermo","Catania",3,1,"H",1,0,"H",23,14,10,8,13,16,3,7,3,4,0,0,2.4,3.2,3,2.35,3.2,3,2.5,3.1,2.8,2.4,3.2,3,"12/13"
"I1","19/11/12","Roma","Torino",2,0,"H",0,0,"D",25,8,9,4,8,17,9,4,3,4,0,0,1.6,4.2,5,1.6,4.4,4.6,1.6,3.6,5.6,1.62,4,5,"12/13"
"I1","18/11/12","Udinese","Parma",2,2,"D",1,0,"H",10,14,3,7,20,14,6,5,4,3,0,0,2.1,3.2,3.6,2.1,3.2,3.55,2.1,3.15,3.45,2.1,3.2,3.6,"12/13"
"I1","18/11/12","Siena","Pescara",1,0,"H",1,0,"H",16,17,5,4,16,22,6,5,1,3,0,2,1.73,3.4,5.25,1.73,3.55,4.75,1.75,3.4,4.65,1.8,3.3,4.8,"12/13"
"I1","18/11/12","Sampdoria","Genoa",3,1,"H",2,0,"H",12,23,4,7,22,24,0,5,2,4,0,0,2.38,3,3.2,2.45,3.1,3.2,2.4,3.15,2.9,2.4,3.1,3.1,"12/13"
"I1","18/11/12","Inter","Cagliari",2,2,"D",1,1,"D",23,17,7,7,8,23,12,6,2,5,0,0,1.57,3.8,6,1.53,3.9,6.25,1.5,3.9,6.3,1.53,3.8,6.5,"12/13"
"I1","18/11/12","Fiorentina","Atalanta",4,1,"H",3,1,"H",23,7,8,2,12,15,6,4,1,4,0,1,1.57,3.75,6,1.58,3.75,5.85,1.6,3.6,5.6,1.62,3.75,5.5,"12/13"
"I1","18/11/12","Catania","Chievo",2,1,"H",0,0,"D",15,11,4,2,12,20,10,6,2,3,0,0,1.83,3.4,4.5,1.8,3.4,4.5,1.8,3.4,4.35,1.85,3.4,4.33,"12/13"
"I1","18/11/12","Bologna","Palermo",3,0,"H",2,0,"H",19,8,8,1,17,14,2,5,4,2,1,3,2.2,3.2,3.4,2.25,3.2,3.2,2.2,3.1,3.3,2.2,3.25,3.3,"12/13"
"I1","17/11/12","Napoli","Milan",2,2,"D",2,1,"H",12,28,5,5,13,16,4,5,3,2,0,0,1.83,3.5,4.2,1.85,3.75,4.25,1.85,3.4,4.1,1.85,3.6,4,"12/13"
"I1","17/11/12","Juventus","Lazio",0,0,"D",0,0,"D",21,5,4,0,12,18,11,1,2,2,0,0,1.5,4.2,6.5,1.55,4.1,6.75,1.55,3.7,6,1.53,4,6,"12/13"
"I1","11/11/12","Torino","Bologna",1,0,"H",0,0,"D",10,11,3,0,13,15,6,3,2,5,0,0,2,3.1,4.2,2,3.15,3.95,2,3.2,3.75,2,3.2,4,"12/13"
"I1","11/11/12","Parma","Siena",0,0,"D",0,0,"D",19,8,7,2,13,9,6,4,3,1,0,0,1.75,3.4,5,1.8,3.35,4.6,1.85,3.4,4.1,1.83,3.4,4.5,"12/13"
"I1","11/11/12","Palermo","Sampdoria",2,0,"H",0,0,"D",19,10,8,4,23,14,8,5,1,2,0,0,2.1,3.25,3.6,2.1,3.3,3.8,2,3.3,3.6,2.1,3.25,3.5,"12/13"
"I1","11/11/12","Milan","Fiorentina",1,3,"A",0,2,"A",11,9,1,4,18,9,6,4,3,4,0,0,2,3.25,4,1.9,3.4,4,1.85,3.4,4.1,1.91,3.4,4,"12/13"
"I1","11/11/12","Lazio","Roma",3,2,"H",2,1,"H",16,9,8,4,15,23,7,7,3,4,1,1,2.63,3.5,2.5,2.65,3.7,2.55,2.55,3.4,2.55,2.5,3.6,2.6,"12/13"
"I1","11/11/12","Genoa","Napoli",2,4,"A",1,0,"H",14,20,5,9,17,18,2,3,2,3,0,0,3.8,3.3,2,3.9,3.5,2,3.6,3.3,2,3.75,3.3,2,"12/13"
"I1","11/11/12","Chievo","Udinese",2,2,"D",1,1,"D",17,10,5,4,16,15,5,2,2,5,0,1,2.38,3.1,3.1,2.4,3.15,2.95,2.4,3.15,2.9,2.4,3.2,3,"12/13"
"I1","11/11/12","Atalanta","Inter",3,2,"H",1,0,"H",16,17,5,6,16,11,7,7,2,1,1,0,3.25,3.25,2.25,3.4,3.4,2.2,3.6,3.3,2,3.4,3.25,2.15,"12/13"
"I1","10/11/12","Pescara","Juventus",1,6,"A",1,5,"A",19,24,6,9,7,14,9,3,2,1,0,0,8.5,4.75,1.36,8.5,4.75,1.35,7.5,4.3,1.4,9,4.5,1.36,"12/13"
"I1","10/11/12","Cagliari","Catania",0,0,"D",0,0,"D",12,6,4,0,25,20,5,2,4,2,0,0,2.1,3.2,3.6,2.2,3.2,3.3,2.2,3.1,3.3,2.25,3.25,3.2,"12/13"
"I1","04/11/12","Siena","Genoa",1,0,"H",0,0,"D",6,10,2,3,15,15,5,3,4,3,0,0,2.15,3.25,3.4,2.1,3.2,3.55,2.25,3.1,3.2,2.2,3.25,3.3,"12/13"
"I1","04/11/12","Sampdoria","Atalanta",1,2,"A",0,1,"A",15,15,5,3,17,19,6,2,3,3,0,0,2.2,3.2,3.4,2.35,3.25,3.25,2.25,3.1,3.2,2.25,3.1,3.4,"12/13"
"I1","04/11/12","Roma","Palermo",4,1,"H",2,0,"H",20,11,11,7,13,12,15,6,1,2,1,0,1.5,4.33,6,1.55,4.6,5.5,1.55,3.7,6,1.57,4.33,5,"12/13"
"I1","04/11/12","Pescara","Parma",2,0,"H",0,0,"D",9,19,3,5,15,15,7,7,2,3,0,0,3.4,3.1,2.25,3.25,3.25,2.2,3.1,3.1,2.3,3.1,3.25,2.3,"12/13"
"I1","04/11/12","Napoli","Torino",1,1,"D",1,0,"H",12,10,2,4,19,15,5,11,3,5,0,0,1.5,4,7,1.53,3.85,6.35,1.57,3.7,5.8,1.44,4.2,7.5,"12/13"
"I1","04/11/12","Fiorentina","Cagliari",4,1,"H",1,1,"D",11,7,4,3,20,25,4,1,2,1,0,0,1.57,3.6,6.5,1.57,3.7,6.15,1.6,3.6,5.6,1.6,3.6,6,"12/13"
"I1","04/11/12","Catania","Lazio",4,0,"H",3,0,"H",18,12,5,3,19,16,7,6,1,0,0,0,2.4,3.2,3,2.55,3.4,2.85,2.5,3.1,2.8,2.38,3.2,3,"12/13"
"I1","04/11/12","Bologna","Udinese",1,1,"D",0,0,"D",6,11,2,2,18,24,3,4,4,3,0,0,2.25,3.2,3.3,2.3,3.2,3.1,2.4,3.15,2.9,2.5,3.1,2.9,"12/13"
"I1","03/11/12","Milan","Chievo",5,1,"H",3,1,"H",20,8,8,3,9,13,3,3,0,2,0,0,1.44,4.33,7,1.45,4.2,7,1.45,4,7,1.5,4,6.5,"12/13"
"I1","03/11/12","Juventus","Inter",1,3,"A",1,0,"H",14,16,7,6,22,10,3,3,4,2,0,0,1.65,3.6,5.5,1.72,3.9,5,1.75,3.4,4.65,1.73,3.5,5,"12/13"
"I1","01/11/12","Genoa","Fiorentina",0,1,"A",0,1,"A",8,13,3,6,23,13,4,6,5,3,0,0,3.1,3.25,2.3,3.2,3.3,2.35,2.9,3.15,2.4,3,3.25,2.38,"12/13"
"I1","31/10/12","Udinese","Catania",2,2,"D",1,0,"H",15,16,6,5,17,15,3,1,2,3,0,0,1.85,3.5,4.2,1.91,3.5,4.33,1.85,3.4,4.1,1.91,3.4,4,"12/13"
"I1","31/10/12","Parma","Roma",3,2,"H",2,1,"H",18,12,6,7,23,7,8,4,1,1,1,0,2.8,3.5,2.38,2.9,3.7,2.35,3,3.2,2.3,2.88,3.5,2.3,"12/13"
"I1","31/10/12","Lazio","Torino",1,1,"D",0,1,"A",16,12,4,4,22,19,5,1,3,1,0,0,1.73,3.6,4.75,1.75,3.6,5.25,1.6,3.6,5.6,1.7,3.6,5,"12/13"
"I1","31/10/12","Juventus","Bologna",2,1,"H",0,0,"D",25,9,12,1,12,17,10,5,1,3,0,0,1.25,5.5,12,1.25,5.35,12,1.25,5.5,10.3,1.22,5,9.5,"12/13"
"I1","31/10/12","Inter","Sampdoria",3,2,"H",0,1,"A",17,6,5,2,15,11,1,2,1,1,0,2,1.5,4,7,1.5,4.33,7,1.45,4,7,1.53,4,6,"12/13"
"I1","31/10/12","Chievo","Pescara",2,0,"H",0,0,"D",18,5,7,3,15,17,2,1,1,3,0,1,1.73,3.5,5,1.75,3.6,5.25,1.8,3.4,4.35,1.8,3.5,4.5,"12/13"
"I1","31/10/12","Cagliari","Siena",4,2,"H",3,1,"H",20,9,8,4,11,12,6,4,2,2,0,1,1.91,3.3,4.2,1.95,3.4,4.25,1.95,3.25,3.85,1.95,3.25,4,"12/13"
"I1","31/10/12","Atalanta","Napoli",1,0,"H",1,0,"H",9,18,1,7,11,8,2,9,2,3,0,0,3.5,3.3,2.1,3.7,3.4,2.1,3.8,3.3,1.95,3.8,3.3,2,"12/13"
"I1","30/10/12","Palermo","Milan",2,2,"D",1,0,"H",13,16,4,8,15,15,1,7,2,4,0,0,3.2,3.3,2.25,3.1,3.4,2.35,3.1,3.1,2.3,3.1,3.3,2.25,"12/13"
"I1","28/10/12","Torino","Parma",1,3,"A",0,0,"D",11,13,4,5,12,10,4,4,1,3,1,0,2.2,3.1,3.5,2.15,3.15,3.5,2.1,3.1,3.5,2.15,3.2,3.25,"12/13"
"I1","28/10/12","Sampdoria","Cagliari",0,1,"A",0,0,"D",21,11,3,4,14,25,10,6,2,6,0,0,2.1,3.2,3.6,2.1,3.2,3.55,2,3.2,3.75,1.95,3.25,3.75,"12/13"
"I1","28/10/12","Roma","Udinese",2,3,"A",2,1,"H",23,14,5,7,13,15,4,2,3,4,1,0,1.57,4.33,5,1.55,4.25,5.25,1.57,3.7,5.8,1.57,4,5,"12/13"
"I1","28/10/12","Pescara","Atalanta",0,0,"D",0,0,"D",18,15,4,4,19,15,4,8,3,2,0,1,2.9,3.1,2.5,2.75,3.2,2.55,2.7,3.2,2.5,2.6,3.2,2.6,"12/13"
"I1","28/10/12","Napoli","Chievo",1,0,"H",0,0,"D",21,4,6,0,5,17,4,6,1,2,0,1,1.4,4.33,8.5,1.37,4.5,8.5,1.35,4.7,7.9,1.36,4.33,8,"12/13"
"I1","28/10/12","Fiorentina","Lazio",2,0,"H",1,0,"H",16,8,8,2,17,19,4,3,3,3,0,2,2.1,3.25,3.5,2.15,3.2,3.4,2.2,3.2,3.2,2.2,3.2,3.1,"12/13"
"I1","28/10/12","Catania","Juventus",0,1,"A",0,0,"D",9,19,0,9,20,16,3,7,4,3,1,0,5,3.5,1.73,4.75,3.7,1.7,5.3,3.5,1.65,5,3.6,1.67,"12/13"
"I1","28/10/12","Bologna","Inter",1,3,"A",0,1,"A",13,13,3,6,16,14,6,2,3,3,0,0,3.6,3.2,2.1,3.65,3.25,2.05,3.9,3.35,1.9,3.8,3.3,1.9,"12/13"
"I1","27/10/12","Siena","Palermo",0,0,"D",0,0,"D",9,15,1,5,13,9,4,4,3,2,0,0,2.2,3.2,3.4,2.2,3.2,3.3,2.1,3.2,3.4,2.2,3.1,3.2,"12/13"
"I1","27/10/12","Milan","Genoa",1,0,"H",0,0,"D",12,7,2,3,8,17,9,0,1,2,0,0,1.5,4,7,1.53,3.9,6.25,1.53,3.8,6.1,1.57,3.75,5.5,"12/13"
"I1","21/10/12","Udinese","Pescara",1,0,"H",0,0,"D",18,12,5,6,9,18,5,8,0,3,1,0,1.5,4,7,1.5,4,6.5,1.55,3.8,5.8,1.53,4,5.5,"12/13"
"I1","21/10/12","Parma","Sampdoria",2,1,"H",1,0,"H",19,7,8,1,20,17,4,4,2,3,0,1,2.15,3.25,3.4,2.1,3.15,3.6,2.1,3.2,3.4,2.15,3.1,3.4,"12/13"
"I1","21/10/12","Palermo","Torino",0,0,"D",0,0,"D",23,12,7,6,12,19,7,2,1,4,0,0,2.1,3.3,3.5,2.15,3.2,3.4,2,3.2,3.75,2.15,3.2,3.3,"12/13"
"I1","21/10/12","Inter","Catania",2,0,"H",1,0,"H",14,9,8,2,15,12,5,4,0,1,0,0,1.57,3.8,6,1.53,3.95,6.15,1.55,3.8,5.8,1.57,3.75,5.5,"12/13"
"I1","21/10/12","Genoa","Roma",2,4,"A",2,2,"D",10,17,4,7,15,13,5,9,4,1,0,0,3.3,3.6,2.05,3,3.7,2.15,3,3.4,2.2,3,3.5,2.15,"12/13"
"I1","21/10/12","Chievo","Fiorentina",1,1,"D",1,1,"D",8,16,2,2,12,17,2,9,2,3,0,0,3.1,3.1,2.38,3,3.1,2.4,3,3.2,2.3,2.8,3.2,2.4,"12/13"
"I1","21/10/12","Cagliari","Bologna",1,0,"H",0,0,"D",8,16,2,1,21,15,5,4,1,2,0,0,2,3.3,3.8,2,3.15,3.95,1.95,3.2,3.9,2,3.2,3.6,"12/13"
"I1","21/10/12","Atalanta","Siena",2,1,"H",0,0,"D",9,3,4,1,17,20,4,4,2,3,1,0,2,3.2,4,2,3.1,4,2.1,3.2,3.4,2,3.25,3.6,"12/13"
"I1","20/10/12","Lazio","Milan",3,2,"H",2,0,"H",11,12,8,6,14,6,6,5,2,3,0,0,2.25,3.4,3.1,2.35,3.25,2.95,2.3,3.2,3,2.38,3.25,2.8,"12/13"
"I1","20/10/12","Juventus","Napoli",2,0,"H",0,0,"D",14,4,5,1,19,22,7,4,4,3,0,0,1.7,3.6,5,1.73,3.7,4.5,1.8,3.4,4.35,1.8,3.4,4.2,"12/13"
"I1","07/10/12","Torino","Cagliari",0,1,"A",0,0,"D",9,14,2,2,9,19,10,5,1,3,0,0,1.85,3.4,4.33,1.87,3.25,4.4,1.9,3.35,3.9,1.83,3.2,3.75,"12/13"
"I1","07/10/12","Siena","Juventus",1,2,"A",1,1,"D",6,16,3,8,24,19,2,8,7,3,0,0,6.5,3.8,1.53,6.5,4,1.5,5.8,3.7,1.57,5.5,3.6,1.5,"12/13"
"I1","07/10/12","Roma","Atalanta",2,0,"H",1,0,"H",25,16,7,4,11,13,6,5,2,3,0,0,1.5,4.33,6,1.5,4.1,6.25,1.5,3.9,6.3,1.44,4,5.5,"12/13"
"I1","07/10/12","Pescara","Lazio",0,3,"A",0,3,"A",13,15,4,6,12,14,8,2,2,0,0,0,4.2,3.3,1.91,3.85,3.4,1.93,3.6,3.3,2,3.75,3.3,1.8,"12/13"
"I1","07/10/12","Napoli","Udinese",2,1,"H",2,1,"H",12,13,6,1,10,21,1,4,2,3,0,0,1.5,4,7,1.5,3.9,6.8,1.55,3.8,5.8,1.5,3.6,5.5,"12/13"
"I1","07/10/12","Milan","Inter",0,1,"A",0,1,"A",20,7,5,3,20,9,6,3,5,2,0,1,2.38,3.3,2.9,2.6,3.3,2.85,2.6,3.15,2.65,2.38,3.2,2.6,"12/13"
"I1","07/10/12","Fiorentina","Bologna",1,0,"H",1,0,"H",17,8,7,1,16,20,6,4,4,3,0,0,1.62,3.6,6,1.65,3.8,6,1.7,3.5,4.85,1.57,3.5,5,"12/13"
"I1","07/10/12","Catania","Parma",2,0,"H",1,0,"H",12,17,6,1,15,25,2,10,1,5,0,1,2.1,3.4,3.4,2.2,3.4,3.5,2,3.3,3.6,2.05,3.2,3.1,"12/13"
"I1","06/10/12","Genoa","Palermo",1,1,"D",0,1,"A",19,16,7,5,10,15,8,6,3,2,0,0,2.1,3.4,3.4,2.15,3.25,3.35,2.2,3.3,3.1,2,3.2,3.2,"12/13"
"I1","06/10/12","Chievo","Sampdoria",2,1,"H",1,0,"H",12,8,7,2,25,14,3,4,2,2,0,0,2.5,3.1,2.9,2.5,3.1,2.85,2.5,3.2,2.7,2.38,3.1,2.6,"12/13"
"I1","30/09/12","Udinese","Genoa",0,0,"D",0,0,"D",13,6,3,3,16,15,10,4,1,2,0,0,1.91,3.5,4,1.95,3.5,4.1,1.9,3.3,3.7,1.9,3.2,3.5,"12/13"
"I1","30/09/12","Sampdoria","Napoli",0,1,"A",0,0,"D",9,15,2,4,18,14,6,5,4,3,1,0,3.4,3.4,2.1,3.5,3.5,2.15,3.1,3.1,2.2,2.75,3.2,2.25,"12/13"
"I1","30/09/12","Palermo","Chievo",4,1,"H",1,1,"D",17,14,8,4,13,16,12,5,1,4,1,0,2.2,3.3,3.25,2.3,3.2,3.1,2.2,3.2,3,2.1,3.2,3,"12/13"
"I1","30/09/12","Lazio","Siena",2,1,"H",2,0,"H",10,9,4,3,19,11,5,4,2,2,0,0,1.57,3.8,6,1.63,3.65,5.5,1.65,3.5,4.6,1.57,3.5,5,"12/13"
"I1","30/09/12","Inter","Fiorentina",2,1,"H",2,1,"H",15,14,6,5,19,15,7,10,4,3,0,1,2.1,3.3,3.5,2.1,3.4,3.7,1.9,3.3,3.7,1.8,3.4,3.6,"12/13"
"I1","30/09/12","Cagliari","Pescara",1,2,"A",0,0,"D",20,9,11,4,22,22,8,0,2,5,1,0,1.73,3.5,5,1.7,3.55,5,1.8,3.4,4,1.8,3.25,3.75,"12/13"
"I1","30/09/12","Bologna","Catania",4,0,"H",2,0,"H",16,16,9,7,25,23,6,9,1,2,0,1,2.4,3.3,2.9,2.4,3.2,2.95,2.2,3.1,3.1,2.2,3.1,2.88,"12/13"
"I1","30/09/12","Atalanta","Torino",1,5,"A",1,1,"D",16,18,2,9,14,17,7,7,2,1,0,0,2.1,3.2,3.6,2.1,3.2,3.55,2.1,3.1,3.3,2,3.1,3.4,"12/13"
"I1","29/09/12","Parma","Milan",1,1,"D",0,0,"D",11,17,2,9,19,7,4,5,2,3,0,0,3,3.25,2.38,3.1,3.3,2.25,2.9,3.1,2.3,3.2,3.25,2.25,"12/13"
"I1","29/09/12","Juventus","Roma",4,1,"H",3,0,"H",20,12,8,3,18,14,5,3,3,4,0,0,1.67,4,4.75,1.7,4.1,4.75,1.65,3.5,4.6,1.57,3.75,4.5,"12/13"
"I1","27/09/12","Siena","Bologna",1,0,"H",0,0,"D",8,14,3,7,18,20,6,11,4,2,0,0,2.2,3.1,3.5,2.15,3.2,3.4,2.1,3,3.4,2.2,3.25,3.3,"12/13"
"I1","26/09/12","Torino","Udinese",0,0,"D",0,0,"D",13,6,2,3,11,16,5,5,1,0,0,0,2.3,3.2,3.2,2.35,3.3,3.2,2.4,3.1,2.8,2.3,3.2,3.1,"12/13"
"I1","26/09/12","Roma","Sampdoria",1,1,"D",1,0,"H",22,7,7,2,17,21,12,3,3,0,0,1,1.62,4.1,5,1.7,4,5,1.65,3.5,4.6,1.7,4,4.5,"12/13"
"I1","26/09/12","Pescara","Palermo",1,0,"H",0,0,"D",11,15,4,7,12,13,4,3,4,2,0,1,2.5,3.25,2.8,2.45,3.3,2.8,2.4,3.15,2.75,2.4,3.25,2.9,"12/13"
"I1","26/09/12","Napoli","Lazio",3,0,"H",2,0,"H",13,12,7,4,7,19,7,8,3,4,0,0,1.91,3.5,4,1.95,3.6,4,1.9,3.3,3.7,1.95,3.3,4,"12/13"
"I1","26/09/12","Milan","Cagliari",2,0,"H",1,0,"H",17,19,3,2,22,12,8,4,3,2,0,1,1.62,3.6,6,1.62,3.7,5.5,1.6,3.6,5,1.62,3.75,5.5,"12/13"
"I1","26/09/12","Genoa","Parma",1,1,"D",0,1,"A",11,10,5,4,10,13,5,7,2,4,0,0,2.3,3.2,3.2,2.2,3.3,3.2,2,3.2,3.4,2.1,3.4,3.4,"12/13"
"I1","26/09/12","Chievo","Inter",0,2,"A",0,1,"A",17,10,5,3,16,14,5,0,3,1,0,0,3,3.2,2.4,2.95,3.2,2.4,2.8,3.1,2.4,3,3.2,2.38,"12/13"
"I1","26/09/12","Catania","Atalanta",2,1,"H",0,0,"D",15,9,5,3,21,15,7,4,2,2,0,0,2.1,3.25,3.6,2.05,3.2,3.7,2,3.2,3.4,2.1,3.2,3.6,"12/13"
"I1","25/09/12","Fiorentina","Juventus",0,0,"D",0,0,"D",17,8,2,2,16,10,2,2,3,1,0,0,3.6,3.25,2.1,3.6,3.3,2.05,3.2,3.2,2.1,3.75,3.2,2.05,"12/13"
"I1","23/09/12","Udinese","Milan",2,1,"H",1,0,"H",15,14,8,4,13,11,9,5,2,1,0,2,2.7,3.4,2.5,2.8,3.3,2.45,2.6,3.2,2.5,2.7,3.2,2.3,"12/13"
"I1","23/09/12","Sampdoria","Torino",1,1,"D",0,0,"D",16,13,4,2,16,21,6,3,4,4,0,0,2.1,3.2,3.6,2,3.2,3.85,2,3.2,3.4,2,3,3.5,"12/13"
"I1","23/09/12","Lazio","Genoa",0,1,"A",0,0,"D",23,7,7,3,13,8,10,1,1,1,0,0,1.53,4,6,1.55,3.8,6.25,1.55,3.7,5.4,1.5,3.75,5.5,"12/13"
"I1","23/09/12","Inter","Siena",0,2,"A",0,0,"D",23,8,11,3,15,8,10,8,1,4,0,0,1.4,4.33,8.5,1.4,4.2,8.5,1.4,4.1,7,1.4,4,6.5,"12/13"
"I1","23/09/12","Catania","Napoli",0,0,"D",0,0,"D",7,21,1,6,15,12,3,14,3,4,1,0,2.9,3.3,2.38,3.2,3.3,2.2,2.9,3.1,2.3,2.75,3.2,2.25,"12/13"
"I1","23/09/12","Bologna","Pescara",1,1,"D",1,1,"D",22,13,8,6,24,8,15,4,1,3,0,1,1.73,3.5,5,1.67,3.65,5.05,1.7,3.5,4.4,1.67,3.4,4.33,"12/13"
"I1","23/09/12","Atalanta","Palermo",1,0,"H",0,0,"D",10,11,2,2,12,21,6,5,4,3,0,0,1.83,3.4,4.5,1.85,3.6,4.5,1.85,3.3,3.9,1.9,3.2,3.5,"12/13"
"I1","22/09/12","Parma","Fiorentina",1,1,"D",0,1,"A",12,12,3,3,24,11,2,4,4,3,1,0,2.4,3.2,3,2.5,3.3,2.95,2.3,3.1,2.9,2.2,3.25,2.75,"12/13"
"I1","22/09/12","Juventus","Chievo",2,0,"H",0,0,"D",27,6,9,2,13,9,6,3,0,1,0,0,1.29,5.25,10,1.28,5.05,11,1.28,5,9,1.25,4.5,9.5,"12/13"
"I1","16/09/12","Torino","Inter",0,2,"A",0,1,"A",11,8,3,3,14,7,6,1,4,4,0,0,3.1,3.3,2.3,3.3,3.4,2.2,3.2,3.2,2.1,3,3.3,2.05,"12/13"
"I1","16/09/12","Siena","Udinese",2,2,"D",0,2,"A",14,9,6,4,20,15,3,2,2,2,0,1,2.5,3.2,2.88,2.45,3.15,2.9,2.5,3.05,2.7,2.5,3,2.6,"12/13"
"I1","16/09/12","Roma","Bologna",2,3,"A",2,0,"H",14,15,7,6,17,23,3,8,5,3,0,0,1.4,4.75,7.5,1.37,4.75,7.7,1.37,4.2,7.2,1.36,4.2,6.5,"12/13"
